Date,Time,City,State,Shape,Duration,Description
1/10/2014,17:30:00,Placentia,CA,Rectangle,"2' 53""",Multicolored craft over golf course.
1/10/2014,6:00:00,Placentia,CA,Rectangle,~1 minute,EXTRATERRESTRIAL MULTICOLOR SPACECRAFT OVER GOLF COURSE
1/1/2014,17:00:00,Placentia,CA,Rectangle,1 minute,UFO descends and seems to land in golf course.
11/7/2015,18:30:00,Placerville,CA,Other,10 minutes,Comet-like sighting in Northern California. ((NUFORC Note: U. S. Navy missile launch. PD))
10/16/2014,5:30:00,Placerville,CA,Sphere,3-4 minutes,Yellow halo around red sphere almost the size of 1/4 MOON
11/23/2014,1:00:00,Play Vista,CA,Fireball,5-6 seconds,Bright white ball with tail.
7/10/2015,21:15:00,Playa Vista,CA,Flash,2-3 seconds,Swirling bolt of light or lightning.
9/6/2014,20:54:00,Pleasanton,CA,Light,20 seconds,"Light, first believed to be a star or planet, started rapidly moving. The light object appeared to be round, near moon as you look into"
4/7/2014,12:54:00,Pleasanton,CA,Sphere,2 seconds,"Description: Two spherical objects, as if anchored together. Summary: Unusual object entering the atmosphere. Color: Two blue ob"
1/19/2014,17:30:00,Pleasanton,CA,Fireball,2 seconds,Firework like spark close to ground with an oddly high and long Chem trail behind it.
1/5/2014,4:57:00,Pleasanton,CA,Oval,5 seconds,Yellowish oval like object descend from sky and land.
11/7/2015,18:00:00,Pollock Pines,CA,Light,7 minutes,At approximately 1800 hrs my fiance and witnessed a very large and bright green light with no noise hover over Weber Creek drainage. A
8/23/2015,21:20:00,Pomona,CA,Light,2 minutes,A bright object zigzagged across the sky.
10/19/2014,19:55:00,Pomona,CA,Sphere,<5 minutes,Three orange spheres in two events at & north of the San Gabriel Moutains.
10/5/2014,19:40:00,Pomona,CA,Disk,2 seconds,Golden colored UFO.
10/2/2014,15:14:00,Pomona,CA,Circle,14 minutes,"From front yard of my house, it was perfectly clear skies when I looked straight up and saw a white dot that I almost looked away and d"
7/26/2014,21:00:00,Pomona,CA,Fireball,s,"Strange fire-like ball of lights in the skies of Pomona, California."
3/8/2014,14:00:00,Pomona,CA,Teardrop,2 hours,Hi i saw 3 lights coming down over my house but the more they was closer i could see that they werent helicopters or plains their shape
2/13/2016,22:30:00,Port Hueneme,CA,Triangle,4 seconds,Black trianular object with six very large faint light blue lights along the leading edges of each side
11/8/2015,5:00:00,Porterville,CA,Unknown,2:00 minutes,MERV.
7/8/2015,12:30:00,Porterville,CA,Other,18 minutes,((NUFORC Note: No information provided by witness. PD))
2/20/2014,22:00:00,Porterville,CA,Disk,15 minutes,Bright orange lights turn into slow moving saucer shaped object in the night sky.
11/27/2014,7:30:00,Potter Valley,CA,Formation,3 minutes,"5 reddish/orange lights moved slowly towards viewers, then turned north and faded out."
11/7/2015,18:10:00,Poway,CA,Sphere,3-4 minutes,Strange light and trajectory of spherical object seen offshore west of San Diego. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Poway,CA,Circle,15 minutes,White sphere coming at me very fast. Bright white radius grew very large. ((NUFORC Note: US Navy missile launch. PD))
1/1/2015,0:10:00,Quincy,CA,Rectangle,15-20 minutes,Elongated reddish orange lights traveling from East to West in Northern California just after midnight New Year's 2014
2/11/2016,6:45:00,Ramona,CA,Light,15 seconds,Moving object with green tail/stream.
11/7/2015,18:00:00,Ramona,CA,Light,>1 hour,"Glowing blue orb over Ramona, CA. ((NUFORC Note: US Navy missile launch. PD))"
7/29/2015,20:27:00,Ramona,CA,Light,1 minute,"I heard a pulsating sound, thought, ""That's a weird sounding helicopter."" Looked up and saw a jet following a light."
2/25/2016,12:45:00,Rancho Bernardo,CA,Formation,15 minutes,A formation of objects swirling and changing brightness.
11/19/2014,11:00:00,Rancho Bernardo,CA,Sphere,1 minute,Small black sphere the size of a soccer ball with colorfull flashing lights ascends into the sky and disappears.
6/4/2014,3:00:00,Rancho Bernardo,CA,,12-15 minutes,Strange high-pitched sound in the sky.
11/7/2015,18:00:00,Rancho Cordova,CA,Light,1 minute,Bright angled light from the sky directed towards object moving W at a 45 - 50 deg. angle ((NUFORC Note: US Navy missile launch. PD))
12/23/2014,18:00:00,Rancho Cordova,CA,Triangle,3-5 seconds,"Green triangular craft blinks with white light, then leaves tail of fluorescent green as it shoots into space."
12/22/2014,20:30:00,Rancho Cordova,CA,Triangle,15 seconds,"Dim red glowing boomerang shaped craft looked as if it was hovering but moving forward fast not in a straight line, As if flown like re"
11/7/2015,18:00:00,Rancho Cucamonga,CA,Light,5 minutes,Bright light beam seen shining eastward above Pacific Ocean. ((NUFORC Note: US Navy missile launch. PD))
11/6/2015,20:15:00,Rancho Cucamonga,CA,Light,5 minutes,Lights over Rancho Cucamonga.
11/6/2015,18:30:00,Rancho Cucamonga,CA,Triangle,5 minutes,It was flashing blue lights and red and some times objects close each others and red lights.
11/6/2015,18:30:00,Rancho Cucamonga,CA,Changing,East,UFO's STRANGE LIGHTS SEEN OVER RANCHO CUCAMONGA CA
2/26/2015,19:20:00,Rancho Cucamonga,CA,Other,10 minutes,Mysterious star-like lights in the sky moving eastbound at a very high altitude.
1/12/2015,19:40:00,Rancho Cucamonga,CA,Fireball,8 minutes,"A large object, engulfed in flames, chillingly drifts along Rancho Cucamonga foothills."
12/30/2014,22:30:00,Rancho Cucamonga,CA,Disk,2-3 seconds,This object was huge with lights on top and bottom
12/14/2014,21:30:00,Rancho Cucamonga,CA,Other,2-3 seconds,A green light like nothing I have seen before.
8/28/2014,20:00:00,Rancho Cucamonga,CA,Light,20-30 minutes,"4 lights appearing in and out of Rancho Cucamonga, CA."
2/15/2014,19:00:00,Rancho Cucamonga,CA,Cylinder,1 minute,Aluminate Object in sky Rancho Cucamonga.
4/4/2015,22:00:00,Rancho Mirage,CA,Circle,2 minute,Three orange/red objects tracking across the sky. Easily visible; viewed clearly by 4 adults.
7/18/2015,2:30:00,Rancho Palos Verdes,CA,Triangle,15-20 Seconds,"Triangle UFO hovering on top of my home then accelerate very fast, after illuminating center white light."
1/27/2014,2:25:00,Rancho Palos Verdes,CA,Light,15,Different color lights changing patterns and colors for the 15 minutes. High and far away and no sounds.
11/22/2014,20:00:00,Rancho Santa Margarita,CA,Changing,10 seconds,((HOAX??)) It was an spiraling object.
6/25/2014,23:30:00,Rancho Santa Margarita,CA,Circle,3-7 seconds,"6 bright, red-orange lights were spotted and mysteriously vanished a few seconds later."
6/18/2014,23:00:00,Rancho Santa Margarita,CA,Fireball,15-20 minutes,"Large, slowly moving orange fireball along RSM Blvd."
9/8/2015,21:00:00,Red Bluff,CA,Cone,1 minute,"Bright white glow, held still then just dimmed out."
9/12/2014,6:00:00,Red Bluff,CA,Fireball,1 minute,"Orange fireball emitting smoke with bright white light, while hovering and spinning."
11/7/2015,18:00:00,Redding,CA,Cone,unknown,"2 lights, one on the L of hwy 299 and one on the R of 299. They were emitting light. ((NUFORC Note: US Navy missile launch. PD))"
3/26/2014,0:15:00,Redding,CA,Unknown,2 minutes,Orange glow moving randomly in the northern sky.
4/9/2016,21:30:00,Redlands,CA,Unknown,3 hours,White lights going around massive circular object.
11/7/2015,18:01:00,Redlands,CA,Light,15 seconds,big bright white light followed by blue band. ((NUFORC Note: U. S. Navy missile launch. PD))
7/4/2015,20:30:00,Redlands,CA,Light,30-45 seconds,"Strange Amber-Orange Light seen in Redlands, California, on July 4th."
1/1/2015,0:00:00,Redlands,CA,Circle,12:30 a.m. 3:30 a.m.,"8 round orange balls coming from the south, heading towards the mountains."
9/7/2014,20:00:00,Redlands,CA,Cylinder,3-4 minutes,Sitting outside smoking looked up saw cylinder shaped light comming from north west heading south east
7/2/2014,20:00:00,Redlands,CA,Formation,5 minutes,"Orange orbs in sky Redlands, CA."
3/8/2014,3:50:00,Redlands,CA,Disk,5 mins,Blinking light hovers toward Palm Springs from Redlands
10/7/2015,9:30:00,Redlands ,CA,Unknown,5-6 seconds,Clear day heard loud rumble like aircraft couldn't see anything but went from yucaipa area to lytle creek direction in 5 to 6 seconds
12/12/2014,19:25:00,Redondo Beach,CA,Chevron,2 minutes,"Large bright red object flying at an even pace, leaving an enormous slender fluorescent-blue crescent wake. Seemed like it was skimming"
3/18/2015,23:40:00,Redwood City,CA,Light,5-10 minutes,Red/blue orb flying sporadically above Redwood City.
1/19/2014,20:00:00,Redwood Valley,CA,Changing,nightly,"Red, Green, Blue lights that flash around item in eastern sky nightly."
5/18/2015,23:00:00,Reedley,CA,Triangle,5 minutes,Triangular craft. Flying low. Flying slow. About the size of a truck.
6/14/2015,12:30:00,Reno,CA,Formation,30 seconds,Cluster on 5 objects.
3/25/2016,22:00:00,Reseda,CA,Triangle,5-7 minutes,"Strange reddish orange lights in a triangular pattern spotted in the Southwest sky over Los Angeles, 3/25/16."
9/11/2014,12:00:00,Reseda,CA,Other,3 minutes,"Metallic object, flying slowly, maintained altitude and it was spinning. Traveling north. Never made a sound."
9/9/2014,21:37:00,Reseda,CA,Changing,~1 minute,Semi-Circular shaped object with blue lights.
3/22/2014,21:00:00,Reseda,CA,Disk,5-20 minutes,It was about 21:00 a friend came to visit while looking up a round disk was hovering at a height of 3 floor building above him.
1/1/2014,0:53:00,Reseda,CA,Circle,<1 minute,"Three orange lights on New Year's Eve form triangle, align themselves then disappear."
11/7/2015,18:00:00,Rialto,CA,Light,3 minutes,We saw a strange light traveling north which in itself is unusual for any typical a/c. ((NUFORC Note: US Navy missile launch. PD))
11/7/2015,18:00:00,Rialto,CA,Sphere,5 minutes,Looked like a a red shooting star that slowed down and exploded. ((NUFORC Note: US Navy missile launch. PD))
6/27/2015,20:30:00,Rialto,CA,Fireball,2 minutes,Thought it was an airplane on fire until it stopped in midair for 20-30 sec b4 flickering out.
4/25/2014,23:00:00,Rialto,CA,Light,,Three bright green lights that lit up the whole sky and each were about a minute apart and lasting 1 to 2 seconds each.
2/29/2016,17:45:00,Ridgecrest,CA,Cigar,7 seconds,"Multiple lights in the sky, burnout."
1/24/2016,2:41:00,Ridgecrest,CA,Sphere,5 minutes,Orange Orb With Odd Flight-path In Sky.
11/7/2015,18:00:00,Ridgecrest,CA,Unknown,2 minutes,Bright light gradually diffused into a cloud. There was a cloud/fog surrounding. ((NUFORC Note: US Navy missile launch. PD))
8/23/2014,21:00:00,Ridgecrest,CA,Flash,15-20 minutes,Saw several flashes of bluish white light in or near the Sagittarius constellation.
2/14/2014,21:19:00,Ridgecrest,CA,Unknown,3 minutes,Silent Blue Light.
2/7/2014,3:50:00,Ridgecrest,CA,Unknown,50 seconds,3 round lights and bobbing up and down while gliding slowly above Ridgcrest Ca.
9/26/2014,23:00:00,Rio Del Mar,CA,Triangle,3 hours,"Flashing Objects hovering over the ocean near Santa Cruz, CA."
1/1/2015,0:01:00,Rio Dell,CA,Fireball,5 minutes,Orange ball of light/fire seen on North Coast; not Identified.
2/14/2014,21:00:00,Rio Linda,CA,Circle,50 seconds,"7 orange lights apperaing, moving in a formation across the sky, then 2 more lights appearing."
11/7/2015,18:00:00,Rio Vista,CA,Fireball,3 minutes,Seen at the Sherman Isand launch ramp by all boaters. ((NUFORC Note: U. S. Navy missile launch. PD))
11/16/2015,4:00:00,Ripon,CA,Flash,10 seconds,"Large dome of green light, no trails, no visible singular location of the light."
2/10/2016,5:23:00,Riverbank,CA,Cross,7 minutes,Saw strange red grey orb that looked like wizard of Oz white whitch then it grew to the size of baseball.
11/7/2015,18:00:00,Riverbank,CA,Light,10-15 minutes,There was a blue light traveling low from the east and picked up altitude. ((NUFORC Note: US Navy missile launch. PD))
3/20/2015,22:50:00,Riverbank,CA,Triangle,5 seconds,I've seen this twice. Sitting in spa the black of night I first saw this toward the beginning of winter heading north. I've never seen
4/12/2014,0:00:00,Riverbank,CA,Unknown,20 seconds,LOUD BURNING OUT NOISE WHISTLES COMES TO CRASHING HALT SLIDES ON ROAD FOR SOME DISTANCE.
2/20/2014,8:30:00,Riverbank,CA,Light,45 seconds,Bright white lights that travel very smoothly across the skies and disappear slowly. ((NUFORC Note: Satellites?? PD))
4/2/2016,22:26:00,Riverside,CA,Light,few seconds,Star-like light with a tail disappears mid-flight
3/26/2016,21:55:00,Riverside,CA,Light,1 second,Green light that quickly fell downwards
3/6/2016,20:28:00,Riverside,CA,Fireball,2 seconds,Saw what could have been a meteor fall from sky. White ball of light with long tail behind. ((NUFORC Note: Meteor? PD))
2/23/2016,22:45:00,Riverside,CA,Light,4 seconds,"Strange light appears out of thin air and shoots down into earth, but not before disappearing again."
11/11/2015,21:00:00,Riverside,CA,Cross,7 minutes,Saw two white crosses lit in sky and then they turned green. One cross disappeared and then came back 5 seconds or so later. This kept
11/7/2015,18:00:00,Riverside,CA,Sphere,2,Orb of light emitting light in oposite direction of travel. Left a glowing green cloud. ((NUFORC Note: US Navy missile launch. PD))
11/7/2015,18:00:00,Riverside,CA,Light,5 minutes,"Big ball of light like it was a helicopter spotlight but there was no aircraft, ((NUFORC Note: US Navy missile launch. PD))"
11/7/2015,18:00:00,Riverside,CA,Light,10 minutes,Bluish light in the sky. ((NUFORC Note: US Navy missile launch. PD))
12/12/2014,19:22:00,Riverside,CA,Other,5-7 seconds,Friend's phone call leads to mutual sighting of object with odd 'plume'.
11/23/2014,18:00:00,Riverside,CA,Triangle,3 minutes,A triangular object with 5 bright lights.
9/12/2014,5:30:00,Riverside,CA,Cylinder,20 minutes,"Round Cylinder shaped craft, being chased by 2 fighter jets."
6/14/2014,23:00:00,Riverside,CA,Light,2 minutes,"On the evening of June 14th 2014, at approximately 23:00, I witnessed a slow moving light. It was traveling South to North, at what see"
4/4/2014,20:10:00,Riverside,CA,Disk,2 minutes,4-5 circular white lights rotate around a circular orbit over part of Riverside.
1/2/2014,16:45:00,Riverside,CA,Sphere,10 minutes,I was on the corner of Blaine and Massachusetts Ave and myself and many others saw a red sphere flying westward high in the sky. It the
9/26/2015,7:45:00,Rocklin,CA,Light,20 seconds,"Smoking a cig outside and checking out the full moon, one orange light appeared to the right of the moon. went solid for 10-15 seconds"
7/20/2015,2:00:00,Rocklin,CA,Triangle,5 minutes,Star-like Object wobbling in the Distance and a Large Black Triangular object with 3 bright lights and a red light in the middle.
1/26/2016,22:10:00,Rohnert Park,CA,Circle,10-15 minutes,"Cigar-shaped UFO seen flying low to ground, and flashing, in Rohnert Park."
11/22/2015,16:15:00,Rohnert Park,CA,Teardrop,<5 seconds,Super fast object with swirly contrail
11/7/2015,18:01:00,Rohnert Park,CA,Cone,~30 seconds,Fiery flying funnel! ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:01:00,Rohnert Park,CA,Cone,~30 seconds,Fiery flying funnel! ((NUFORC Note: U. S. Navy missile launch. PD))
5/29/2015,4:00:00,Rohnert park,CA,Circle,3 hours,White sphere/orb high in the atmosphere that slowly drifted west over a 3 hour period.
